Video_Origen	ID_Video	Usuario	Comentario	Likes	Hace cuanto tiempo
https://www.youtube.com/watch?v=B7kqwXxPnf0	B7kqwXxPnf0	@mariajperezo6440	me encanta este video. lo voy a montar muy pronto para dar. crecimiento a la poblacion de futuros interpretes en lenguaje de señas venezolano...	1	13 years ago
https://www.youtube.com/watch?v=B7kqwXxPnf0	B7kqwXxPnf0	@rafaeldelcastillo888	My Yocse yo este video no lohabia visto... usted es lo maximo jajajjjaj..... 	0	13 years ago
https://www.youtube.com/watch?v=B7kqwXxPnf0	B7kqwXxPnf0	@siddhyalvarez	Sí, muchísimo	0	5 years ago
https://www.youtube.com/watch?v=B7kqwXxPnf0	B7kqwXxPnf0	@siddhyalvarez	Cada país tiene su propia lengua de señas y hasta puede cambiar por estado dentro de un mismo país	0	5 years ago
https://www.youtube.com/watch?v=B7kqwXxPnf0	B7kqwXxPnf0	@richp2048	"recuerde que algunas señas pueden variar entre países, regiones he inclusive los sordos tienen señas que no son estándar o son modificadas, algunos, al igual que nos oyentes, hacen préstamos lingüísticos desde LS inglés...En fin, nosotros los que ayudamos o interpretamos no tenemos la potestad para decir que esta bien o mal, con mucho cariño.

A la chica, felicidades por tu interpretación, espero mejores cada día mas para favorecer la comunicación y romper las barreras idiomáticas que nos oprimen, ánimo!"	1	9 years ago
https://www.youtube.com/watch?v=BM46L7sFbLQ	BM46L7sFbLQ	@Jorge.Bebida.Saludable	Que buena nota..! Éxitos en su nuevo proyecto. 🤟 Una súper herramienta será los videos.	1	6 years ago
https://www.youtube.com/watch?v=BM46L7sFbLQ	BM46L7sFbLQ	@LuzJiménez-n5p	muy bueno los felicito	1	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@ernestovilchez4243	Pero como se consumen ?	0	2 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@mariacicirello6842	Gracias gracias gracias x compartir tan valiosa información 👍 Namasté...🙏💞🙌🇦🇷	0	4 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@janethpayares4850	Excelente vídeo	0	4 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@edithosses8878	Gracias por sus buenos consejos bendiciones de parte di Dios	0	5 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@estrellablanco6911	Me gustó mucho ti vídeo, buen contenido, muy bien sintetizado. Al grano. Excelente. Felicidades. Saludos.	0	5 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@cocinasanoconsofi8111	He sido tratado para  la  Candidiasis de los órganos internos durante 5 meses , bajo la supervisión de médicos de España , y por lo tanto, sé de primera mano de qué se trata.  Al principio me fue muy difícil ponerme a dieta, porque no se puede comer mucha variedad de alimentos . No puedo comer todo el tiempo solo ensaladas con arroz. Y comencé a cocinar a partir de productos permitidos, para elaborar recetas.  Amigos , visiten mi canal para obtener muchas recetas sabrosas e inusuales para la candidiasis, ¡ Utiliza las y cocina con placer!  ¡Cada 3 días una nueva receta!  Sé lo que se siente tener candidiasis y lo triste que es cuando no sabes qué cocinar y tienes miedo a lo que comer.	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@sandracastro5061	"La CANELA la mata pero debe tomarse con Miel por q le gusta el dulce.
Hacer 3 veces al dia por 2 semanas 
Evitar los carbohidratos Refinados."	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@franciscofranciscocreeresp7984	El jenjibre es bueno mata la candidaa ..te eleva el sistema inmunologicooo	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@estherchalen5440	Me gusto sin tanto bla bla bla .. al grano y bien preciso gracias	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@rosaamador3210	"soy nueva en tu canal.
me gusto mucho. un saludo  gracias..!! 😉👍"	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@carollisettemarquez6771	Cuantos dias se tiene que tomar ??	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@ceciliacorrea6119	Muchos los consumo sin darme cuenta .Esta tan de moda el vinagre de manzana por aqui que no se si consumirlo o no	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@gallinasypericosymasmascot9483	Agan esto si tienen una candida ya abansada comase un ajo y cuando lo mastiques chupa un limon por 15 dias	8	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@irisleon5544	El orégano también es excelente	5	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@consueloandrade1634	"Interesante...me encanta aprender sober nutricion. Salud y Bienestar 👍 Excelente...
Se dice no hay mejor Medicina que una Buena Alimentacion.
Eres lo que comes."	2	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@ConviviendoconCándidas	Gracias por el vídeo. Un saludo cordial	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@yatusabesnetaquesabe679	Gracias	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@rosebelgonzalez278	Y que diantre es la candida	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@estellegloz3079	Excelente muchísimas gracias por esta información tan útil	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@jairduranrojgmailduranroj8432	Gracias aprendi que lo que me gusta me sirve para el control de la cándida  # canela en polvo .clavos de olor .gengibre . Y    ajo todo eso lo consumo a diario solo que tengo una costunbre mala y la corregire bastante me sirve este video	1	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@GuadalupeHerrera176	Hola el ajo y el limón en ayunas o a cualquier hra	1	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@GuadalupeHerrera176	En ayunas oh a cualquier hrs	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@3mersongg	Creo q olvido el ac de oregano	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@rociohuanca3783	Ayúdenme!!!!! Hase de un mes q tengo los síntomas es insoportable y tengo miedo de dicirle a mi mamá	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@aquecaray5825	No faltara quien licúe  todos los ingredientes y se los tome tres veces al día, por favor sean un poco explícitos con las cantidades!!!	4	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@fenixtorres7491	"Esmeralda santos . Muchas gracias por tus tipos los voy a pone en práctica de verdad q si. Y quería decirte q me apareciste muy charra con esa palabra "" pa dentro "". Jajaja. Buen comentario"	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@norisvillarreal1205	Gracias	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@SergioGarcia-dl7zk	Gracias!	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@Ricachan1907	Muy interesante la información pero siempre se olvidan de las dosis, la cantidad que se debe tomar por día y la mejor hora de tomarlos durante el día....	1	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@1012rini	Excelente informacion muchas gracias.	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@eykisful	excelente !	2	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@solitariojhors9074	mi pelo estava super reseco con el aceite d coco esta hermoso yo lo seguire usando es muy bueno	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@solitariojhors9074	mi pelo estava super reseco con el aceite d coco esta hermoso yo lo seguire usando es muy bueno	2	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@saradelmas1575	No	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@joji9911	ok	2	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@katyfabara5777	Yo tengo Depreciación 😔😔😔😔	2	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@elsanegron4451	Metabolismo TV.	32	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@fernandoflores3078	Muy bueno	2	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@juliavigueras7922	No entiendo. El dr. Erick Estrada dice que elmaceite de coco es venenompara el organismo y otros dicen que muy bueno. A quién se le va a creer? No es justo que jueguen asi con nuestea salud 😣	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@layla2328	Seria muy beneficioso que agregaran que'  personas NO deben ingerir alguno de estas elementos si es perjudicial por ejemplo para hipertensos, diabeticos etc. Gracias	8	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@eggelangelpradodaleon1889	Que bue video!	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@GabySakura79	Excelente! Gracias	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@pablomorales8731	Inaya de seguro te fuiste con los niños.come ajo y untate yogur en tu zona íntima ala vez olvídate de la azúcar y del pan ,refresco gaseoso etc.	2	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@trinidadmasias9267	Tomas el aceite o te untas el pelo?	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@Mariapaula113	julia vigueras es excelente. Mi madre lo toma para el alzheimer y los resultados son increíbles, es la cura para muchas enfermedades, baja el colesterol malo, mejora la función del hígado, te ayuda a adelgazar, mejora el metabolismo. Lo importante es que sea aceite de coco prensado en frío y virgen. Lo.peor que puede pasarte es que te de diarrea al principio si consumes mucho porque tu cuerpo no está acostumbrado.	2	7 years ago (edited)
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@cinnamonchica	Vinagre de manzana, cuidado los que se inyectan insulina o toman pastillas para bajar el azúcar ya que el vinagre de manzana baja el azúcar y la presión pero no hay que exagerar con esto, primero buscar mas info acerca del vinagre de manzana	5	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@teregarza8009	Buenísimo vídeo, gracias.	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@artessapiens	"Saludos! 
 TRANSFER FACTOR DE 4Life..es poderoso y rapidido. y coco.. hacer una limpieza profunda de colon, probioticos ,agua, agua, cuidar la alimentacion."	8	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@mirellavasquez5902	M.	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@RaulGonzalez-yg2yn	Gracias por la información feliz dia	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@lulula976	Hay que volver a la vida natural, dejar alimentos procesados y el gluten	30	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@Marina-pp6kf	yo solo les digo algo yo estoy  operado de 2 tumores cerebrales uno fue en el 2013 y me volvió a salir  por estar comiendo de todo de lo ke se alimenta la dichosa candida me operaron en el 2016  y lo primero ke ise cambiar. la alimentacion  totalmente vejetaliano nada de carne solo un poco depescado de vez en cuando y todo alcalino paratener mi cuerpo alcalino la candida se destrulle al tener elcuerpo alcalino el cuerpo acido se disparan y desarrollan y tengo cancer y las pruebas salen perfectas de echo me dieron ya el alta en Oncología si lo mio le sirve a alguien de ayuda estare parakien pueda ayudar sera un placer saludos	167	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@erikabartolon2364	q debo de comer para controlar la candida	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@allysonesmeraldasantos-luc3394	"No deberían de preguntar por las cantidades,  es lo más fácil. Ni deberían de esperar a sentir los síntomas para tratarse...
Tips. Yo en invierno tomo te calientito y en verano frío o al tiempo, en ayunas,durante el día, o antes de dormir para un litro de agua 2 palitos de canela enteros y 6 clavos de olor debe reposar 5 minutos tapado una vez servido en tu tasa le exprimes medio limón o el limón entero como gustes, si sientes que le faltó sabor ó le sobró puedes remediar con agua hervida simple, por nada uses azúcar! usa miel y de la buena. 
2._ Si lo que tomas es más café que te, entonces hierve 2 tasas de agua con una canela, 4 clavos de olor y te preparas tu café negro ó con leche, pero usa miel.
3._ compra la raíz de jengibre corta la en pedazos no más grande que una uva puedes conjelarla para que te dure, pones 3 pedazos de jengibre en dos tasas de agua que hierva bien y reposar por 5 minutos a 10. ya en tu tasa le exprimes medio limón ó el limón entero como gustes usa miel. 
4._ todas las mañanas a las 5:30am ó 6:00 dependiendo tu hora de trabajo toma un vaso de ocho onzas de agua al tiempo y agregarle una cucharada sopera de vinagre de manzana ajitalo y pa'dentro y si quieres desayunar tienes que esperar de 45 minutos a una hora, así que procura dormirte temprano. 
5._ usa de vez en cuando  aceite de coco para freír cuando cocine.
6._usa jugo de limón y aceite de oliva para tus ensaladas. 
7._cocina tu pedazo de salmón con aceite de coco, acompañarlo con una ensalada ponle aceite de oliva,  limón,  aguacate,  tomate, y espolvorea un poco de limaza molida. 
8._ de vez en cuando voy a correr por las mañanas  y a un litro de agua tibia le exprimo un limón y una cucharada sopera de chia, sin gota de dulce.
9._ a veces no tomó el agua con vinagre y cambio me preparo ocho onzas de agua si es invierno tibia le pongo   4 ramitas de perejil un limón entero semipelado ósea que tenga cáscara lo parto en ocho pedazos y una cucharada sopera de limaza molida lo licuo muy bien y sin colar pa'dentro. Si sientes que está muy entero ponle un poco más de agua y muelelo más tiempo ó simplemente usa tres de perejil y medio limón, No lleva miel.
10._ los rábanos,  brócol, coles de Bruselas y el repollo ya sabes como comerlas, puedes hacer licuados verdes con ellas, o comerlos al vapor pero procura ponerle limón 💙💚
espero a verles ayudado 
Que  la paz de Yahshua Hamashiaj este con ustedes😍😍
Bendiciones."	133	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@guilleguerrero1770	Por Dios nadie pone una receta en sí recetas todos ponen que como pero no recetas	4	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@blancatorres5647	Vivo en Honduras S.P.S hay alguna clinica Natural Slim  como puedo conseguir el kit aue mata la candida	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@aliciadelgado7798	La cándida se pega::	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@jesicasalazar1310	gracias por esos consejos los pondré en practica	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@mariaceciliamaguinayzu6288	Que posibilidad tengo que me digas cuantos palitos de clavo de olor puedo consumir ya que tengo 50 años y peso 53 kilos te lo agradecere eternamente sou de Lima Peru.	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@didierquintero9890	Y si son bucales	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@leticiaruiz9208	Como tomarlos q tratamiento seguir	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@jessylq5051	En caso del clavo de olor?? Sirve en infusión o tengo q tragarme el clavo fe olor en si??	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@angeldedios7377	EL PUBLICO APRECIARIA MUCHO SI SE HUBIERA ESPECIFICADO CANTIDADES DE AJO,VINAGRE,ETC.NO LE PARECE?	15	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@Yoviiis	Muchas gracias por su ayuda y compartir.  Y con q periosidas se toman y cantidad. 💞	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@josefinaaceves444	exelente video,gracias	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@KuMaRoFa	J. Rojas A alguno en especial ? Para que se utiliza? Para limpiar de cándida ? O detox de colon ? Saludos y gracias	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@lunallena798	No me sirvió, el factor 4life...lo hice tal cual! Y nada!	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@LucyCuevas-dt1ho	Gracias y felicidades 🤣	3	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@lucyssilvar857	Hay un médico italiano que dice que los hongos producen cáncer  y nadie le cree.( sus videos están aquí en Youtube)	3	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@chrisluzvalenzuela9881	 @lucyssilvar857  y como se llama ese medico? por favor	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@sujeyarmenta3153	 @lucyssilvar857  hola conoce la plata coloida mata candida y 658 virus y baterias	1	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@margaritasantacruz7551	Yonathan Cabrera Lorenzo felicidades	2	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@leticiaalta1973	Yonathan Cabrera Lorenzo felicidades	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@jesusgalarza1478	Yonathan Cabrera Lorenzo  como puedo contactarte	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@joeldeolarte9931	 @jesusgalarza1478  h	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@estrellaalizondo7945	Yonathan Cabrera Lorenzo toma algun a limento natural para la cadida por si toma puede decir gracias	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@soniahernandez2256	Gracias  dios lo bendiga y le de larga vida y salud	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@jorgebustos4604	Muchas gracias por tu comentario, nos sera de mucha ayuda	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@maybelinwilliams6697	Recien lei tu comentario... espero t encuentres muy bien. No te conozco pero me nacio saludarte y decearte q hayas mejorado y estes bien... bendiciones amigo!!!	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@pariciamartinez8454	99th	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@trinidadmasias9267	Hola dime si suprimiste el azucar	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@trinidadmasias9267	Jhonatan dime si suprimiste el azucar	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@elquintoelemento1965	"Ante todo muchas gracias por compartir su experiencia y usted lleva razón las carnes deben evitarse por la cantidad de antibióticos, hormonas y demás químicos que llevan aparte no son imprescindibles solo debes en cuando. Para mas conciencia deberían saber que el sufrimiento del animal se lo tragan los ""humanos"" y baja la energía frecuencial, aquel que quiera investigar lo sabrá.
Somos lo que comemos, máxima oriental.
Que siga muy bien y saludos."	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@eiengel8563	Gracias amigo que sigan los éxitos	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@naydadelcarmenmosqueramosq8014	Tu tienes toda la razón debemos tener más alcalinizado nuestro cuerpo mas que ácidos ...... Y este alcalino seta bastante en el limón.....	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@eduardoveracruz3501	Ayúdame porfavor	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@jennypizarro3232	El Limón si es bueno tomarlo yo lo to. O en ayunas estará bien?	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@marinafonsecagonzalez3938	Espero q te encuentres bien . Puedes darme más información ?	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@Sagitario05	Alguna red social donde pidamos hablar en privado ?	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@yajairarojasgarcia4329	Yonatan cabrera y q tomó para ayudar a combatir el hongo candida	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@lauramendoza480	Yajaira Rojas Garcia mira Franck Suarez metabolismoTV aqui YouTube ponle Cándida muchísima información para ti	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@alejandrotorres3025	Espero que se recupere, yo también tuve problemas graves por culpa de la dichosa cándida, pero con una buena alimentación y haciendo deportes se puede controlarlo saludos	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@CarlosTorres-zf1dn	Es truco  esta en haser la dieta 3x1   carne  cantidad normal ABUNDANTE VERDURAS y una pequeña porcion de cualquier tipo de carboidratos que deceas ya sea arroz  pastas pan  lo que te guste	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@mariadelsocorromarinaguirr425	Gracias a Dios y muchas bendiciones haré mucha dieta	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@christein7956	Muy bien ¡¡  Que pasa con el hierro?	0	5 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@mariselaromero4928	Gracias	0	5 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@monicatoledo3274	Que bueno!.muchas bendiciones para vos.	0	5 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@pistonpartc.a6286	Jonatan que puedo comer para mantener el cuerpo alcalino	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@entretenimientolt9717	Creo que es al revés la candida se dispara con el cuerpo alcalino	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@jennymedinacosme1424	Esmeralda Santos - Lucero hola yo tengo en el esofago la candida	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@nanzard	Excelente!! Muchas Gracias!!! Dios bendiga tu bien!!	1	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@monicaberon2115	Excelente explicación!. Muy didáctica. Yo vivo en san JUAN, Argentina. Nombraste sangre de Drago y otras cosas. Son hierbas?. Nombraste también algo para limpiar el hígado?. Puedes decirme los nombres para buscar en herboristeria?. Que cantidad de aceite de coco debo ingerir?. En que momento?	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@ELFIFEROfc	 @monicaberon2115  Monica como estas!! Te saludo tambien de argentina, desde Cordoba. Estaria bueno estar en contacto en nuestro Pais, para ayudarnos entre todos con información y demas experiencias. Cualquier cosa me avisas!! Un saludo enorme!	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@pattyhertz5426	Esmeralda Santos - Lucero  Hola , gracias por tus tips. ♡ ♥ ♡ ♥	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@megane1738	Esmeralda Santos - Lucero vinagre de manzana el comun y corriente que usamos en cocina?	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@rousspalac4099	Esmeralda Santos - Lucero  Muchísimas gracias no imaginas cuanto me has ayudado y sin querer llegue a tu co.entario Dios te bendiga siempre,por tomarte la molestia de ayudar con tus conocimientos,un fuerte abrazo con mucho cariño y bendiciones desde Ecuador 😍😘😘	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@cammon5097	Gracias hermoso ser	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@patrona78	Esmeralda Santos - Lucero gracias 🙂	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@fabicalzada3139	"Esmeralda Santos - Lucero muchas gracias por compartirlo 
Dios te bendiga y sane 🙏👍😘"	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@yil8578	MUCHAS GRACIAS .hoy empiezo toda la dieta .	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@lavidaesbella331	Muchas gracias por tu información , Dios te bendiga	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@nayellilobato8109	Gracias, muchas ideas.	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@susanar6366	Esmeralda Santos - Lucero a	0	7 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@nellycaro7137	Esmeralda Santos - Lucero  desde 🇿🇦muchas gracias ..bendiciones 🙏❤️☀️🍀	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@rebecaflores192	Esmeralda Santos - Luce	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@acuzamendoza	Gracias man	0	6 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@arenitamejilla4450	Blanca Torres pregunta en metabolismotv aquí en Youtube	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@celiavargas2292	Blanca Torres cuales son los almentos y q catidad y x cuanto tiempo se toma ??es peligrsa esta enfermedad??	0	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@KuMaRoFa	Todo el mundo tiene a la cándida es normal que habite en el cuerpo, empieza a hacer daño cuando crece de más y crece demás porque nos alimentamos de pura comida chatarra y azúcares, la cándida solo tiene que estar en nuestro cuerpo en un 10% pero cuando crece más es cuando empieza a presentarse en innumerables síntomas malos.	2	8 years ago
https://www.youtube.com/watch?v=C-AIJ9QS1YA	C-AIJ9QS1YA	@annareyes9441	"Fátima Virgen García 
Disculpa me puedes decir cuáles son los síntomas de esta porfis 😊"	0	7 years ago
